number of dependents,number of referrals,tenure in months,phone service,avg monthly long distance charges,multiple lines,internet service,internet type,avg monthly gb download,online security,online backup,device protection plan,premium tech support,unlimited data,contract,paperless billing,payment method,monthly charge,total revenue,churned,age_group
0,1,23,1,37.95,0,1,Fiber Optic,27.0,1,0,0,1,1,Month-to-Month,1,Bank Withdrawal,99.85,3204.15,1,25-34
0,0,2,1,25.49,0,1,DSL,9.0,0,0,0,0,1,Month-to-Month,0,Bank Withdrawal,45.35,140.48,1,55-64
0,0,1,1,11.35,0,1,DSL,9.0,1,0,0,0,1,Month-to-Month,1,Credit Card,48.55,59.9,1,35-44
1,0,3,1,33.87,1,0,No,0.0,0,0,0,0,0,Two Year,1,Credit Card,26.4,222.86,0,35-44
0,1,68,1,21.33,1,1,Cable,24.0,0,1,0,0,1,Month-to-Month,1,Bank Withdrawal,100.2,8302.09,1,65-80
0,0,8,1,19.49,0,1,Fiber Optic,10.0,0,0,1,0,0,Month-to-Month,1,Bank Withdrawal,94.7,976.22,1,35-44
0,9,70,1,16.66,1,1,Fiber Optic,26.0,0,0,1,0,0,One Year,1,Bank Withdrawal,97.65,8228.7,0,18-24
3,9,39,1,17.29,1,1,Fiber Optic,75.0,0,0,1,0,1,One Year,0,Bank Withdrawal,100.0,4509.86,0,55-64
0,0,1,1,17.37,0,1,Fiber Optic,25.0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,70.1,87.47,1,35-44
0,0,3,1,30.18,0,1,Fiber Optic,7.0,0,1,0,1,1,Month-to-Month,1,Bank Withdrawal,97.9,405.84,1,35-44
0,8,60,1,19.22,1,1,Fiber Optic,4.0,0,1,1,0,1,One Year,0,Bank Withdrawal,102.5,7310.8,0,45-54
0,1,5,1,17.08,0,1,Fiber Optic,10.0,0,0,0,0,1,Month-to-Month,0,Bank Withdrawal,69.95,415.55,1,55-64
0,0,3,1,9.22,1,1,Fiber Optic,14.0,0,1,0,0,1,Month-to-Month,1,Bank Withdrawal,81.35,261.36,1,65-80
0,0,55,1,35.38,1,1,Cable,13.0,1,1,0,1,0,One Year,1,Credit Card,66.05,5513.47,0,35-44
0,0,72,0,0.0,0,1,DSL,6.0,1,0,1,1,1,Two Year,1,Credit Card,61.2,4390.25,0,35-44
0,7,72,1,5.27,0,1,DSL,9.0,1,1,1,1,0,Two Year,0,Bank Withdrawal,74.4,5880.19,0,65-80
0,0,41,1,10.43,1,1,Fiber Optic,22.0,0,1,1,0,0,Month-to-Month,1,Bank Withdrawal,106.3,5001.08,1,55-64
0,0,60,0,0.0,0,1,DSL,25.0,1,1,1,0,1,Two Year,0,Bank Withdrawal,39.6,2386.04,0,35-44
0,0,6,1,2.6,0,1,Fiber Optic,22.0,0,0,0,0,1,Month-to-Month,0,Bank Withdrawal,89.3,593.2,1,35-44
0,6,46,1,2.0,1,1,Fiber Optic,48.0,0,1,1,1,1,Two Year,1,Credit Card,108.9,4946.3,0,25-34
0,0,15,1,2.74,0,0,No,0.0,0,0,0,0,0,Month-to-Month,0,Mailed Check,19.9,361.55,0,45-54
0,1,58,1,3.51,1,1,Fiber Optic,28.0,0,0,1,1,0,Month-to-Month,1,Credit Card,102.1,6188.98,1,25-34
3,10,23,1,34.04,0,0,No,0.0,0,0,0,0,0,Two Year,0,Credit Card,19.6,1209.57,0,55-64
0,1,31,1,47.95,0,1,Fiber Optic,21.0,0,0,1,1,1,Month-to-Month,1,Bank Withdrawal,98.9,4397.75,1,65-80
0,1,11,1,12.95,0,1,Cable,6.0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,45.9,664.35,0,45-54
0,0,56,1,17.33,1,1,Fiber Optic,16.0,0,1,1,1,1,Two Year,1,Bank Withdrawal,99.9,6676.78,0,65-80
3,0,25,1,12.87,0,0,No,0.0,0,0,0,0,0,Month-to-Month,0,Credit Card,20.05,793.45,0,35-44
0,0,68,0,0.0,0,1,DSL,28.0,1,1,1,1,0,Two Year,0,Credit Card,-8.0,4669.6,0,35-44
0,0,40,1,26.03,0,0,No,0.0,0,0,0,0,0,Two Year,0,Credit Card,19.65,1871.45,0,45-54
0,0,36,1,24.66,1,1,Fiber Optic,22.0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,84.9,3954.96,1,45-54
0,0,32,1,27.69,1,1,Fiber Optic,73.0,1,1,0,1,1,Month-to-Month,1,Credit Card,108.15,4318.98,1,18-24
3,10,71,1,10.11,1,1,DSL,59.0,1,1,1,1,1,Two Year,0,Bank Withdrawal,86.85,6981.61,0,25-34
0,2,17,1,10.11,1,1,Fiber Optic,2.0,0,1,1,0,1,Month-to-Month,1,Bank Withdrawal,102.55,1914.37,0,55-64
0,6,18,1,31.79,0,1,Fiber Optic,19.0,0,0,1,1,1,Month-to-Month,0,Bank Withdrawal,78.2,2040.97,0,55-64
0,0,37,1,11.73,1,1,Fiber Optic,30.0,1,1,1,0,0,Month-to-Month,0,Bank Withdrawal,91.2,3816.31,0,45-54
0,0,2,1,44.34,0,0,No,0.0,0,0,0,0,0,Month-to-Month,0,Credit Card,19.35,135.03,0,35-44
2,6,28,1,12.94,0,1,Fiber Optic,24.0,0,0,0,0,1,One Year,1,Bank Withdrawal,70.4,2354.52,0,55-64
0,0,9,0,0.0,0,1,Cable,19.0,1,1,1,0,1,One Year,0,Credit Card,39.55,373.0,0,25-34
0,0,1,1,38.33,0,1,DSL,24.0,1,0,0,0,0,Month-to-Month,0,Bank Withdrawal,50.15,138.48,0,55-64
0,1,65,1,23.46,0,0,No,0.0,0,0,0,0,0,Two Year,1,Credit Card,20.4,2939.35,0,55-64
0,0,3,1,15.59,0,1,Cable,27.0,0,0,0,0,1,Month-to-Month,0,Bank Withdrawal,44.6,169.47,0,55-64
0,0,1,0,0.0,0,1,DSL,8.0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,34.7,34.7,1,25-34
0,3,36,1,41.33,0,1,Fiber Optic,41.0,1,0,0,0,1,Month-to-Month,1,Bank Withdrawal,93.6,4837.37,0,18-24
0,0,23,1,38.69,1,1,Cable,69.0,0,0,0,1,1,Month-to-Month,1,Bank Withdrawal,90.6,2828.34,1,18-24
3,9,22,1,42.58,0,1,DSL,82.0,1,1,0,1,1,Month-to-Month,1,Credit Card,57.95,2208.56,0,18-24
0,1,72,1,4.56,1,1,Fiber Optic,18.0,1,1,1,1,1,Two Year,0,Credit Card,112.1,8275.39,0,55-64
0,7,17,1,17.91,1,1,Fiber Optic,9.0,0,0,1,0,1,Month-to-Month,0,Bank Withdrawal,88.25,1765.12,1,25-34
0,0,3,1,10.6,0,1,Fiber Optic,73.0,0,0,0,1,1,Month-to-Month,0,Bank Withdrawal,85.8,304.0,1,18-24
0,1,58,1,17.22,0,1,Cable,21.0,1,1,1,0,1,One Year,0,Credit Card,60.3,4562.56,1,25-34
0,1,67,1,45.25,0,1,DSL,18.0,1,1,1,0,1,Two Year,0,Credit Card,81.35,8430.35,0,55-64
0,0,34,1,35.0,0,1,Fiber Optic,12.0,0,1,1,0,1,One Year,1,Bank Withdrawal,99.85,4533.15,0,65-80
0,0,10,1,4.42,0,0,No,0.0,0,0,0,0,0,Month-to-Month,0,Credit Card,20.0,242.9,0,55-64
0,0,69,1,18.47,1,1,DSL,28.0,1,0,1,1,1,Two Year,1,Credit Card,85.35,7171.83,0,35-44
0,0,40,0,0.0,0,1,Cable,19.0,1,1,1,0,1,One Year,0,Credit Card,62.05,2511.55,0,35-44
0,0,20,1,12.6,0,1,DSL,29.0,1,0,1,0,1,Month-to-Month,0,Credit Card,64.4,1650.6,0,55-64
1,9,46,1,47.5,0,0,No,0.0,0,0,0,0,0,Two Year,0,Credit Card,19.4,3152.85,0,55-64
0,1,2,1,9.79,0,1,Fiber Optic,41.0,1,0,0,0,1,Month-to-Month,1,Bank Withdrawal,74.4,158.98,1,25-34
2,1,1,1,15.28,0,1,Fiber Optic,30.0,0,0,0,0,1,Month-to-Month,1,Mailed Check,70.45,85.73,1,65-80
0,7,72,1,6.58,1,1,Fiber Optic,7.0,1,0,1,0,1,Two Year,1,Credit Card,105.0,8063.56,0,35-44
3,0,70,1,1.22,1,0,No,0.0,0,0,0,0,0,Two Year,0,Credit Card,25.15,1875.55,0,25-34
0,0,2,1,49.91,0,0,No,0.0,0,0,0,0,0,Month-to-Month,0,Credit Card,19.3,144.22,0,25-34
3,0,23,1,1.58,0,1,DSL,47.0,0,1,0,1,1,Month-to-Month,1,Bank Withdrawal,55.3,1320.54,0,25-34
0,4,36,1,40.58,1,1,Fiber Optic,12.0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,95.4,4935.08,0,55-64
0,0,59,1,10.78,1,1,Fiber Optic,15.0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,93.85,6202.64,1,65-80
0,0,67,1,47.31,0,0,No,0.0,0,0,0,0,0,Two Year,0,Bank Withdrawal,20.5,4600.72,0,18-24
3,4,72,1,8.33,1,1,Fiber Optic,59.0,1,0,1,0,0,Two Year,1,Bank Withdrawal,105.55,8152.01,0,18-24
0,0,37,1,24.04,1,1,Fiber Optic,59.0,0,1,1,0,1,Month-to-Month,1,Bank Withdrawal,101.9,4434.83,1,18-24
1,4,72,1,20.56,1,0,No,0.0,0,0,0,0,0,Two Year,0,Bank Withdrawal,24.45,3189.42,0,35-44
0,10,72,1,27.97,0,0,No,0.0,0,0,0,0,0,Two Year,0,Credit Card,19.7,3435.74,0,18-24
2,0,3,1,14.6,1,1,Fiber Optic,71.0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,74.4,264.61,1,18-24
0,0,54,1,33.49,1,1,Fiber Optic,8.0,0,1,0,0,1,One Year,1,Credit Card,101.5,7181.56,1,65-80
0,1,60,1,35.22,1,1,Fiber Optic,16.0,0,1,1,0,1,Month-to-Month,1,Bank Withdrawal,95.75,7856.1,1,55-64
0,8,58,1,37.95,1,1,Fiber Optic,18.0,1,1,1,0,1,One Year,1,Credit Card,110.65,8727.75,0,35-44
0,1,31,1,12.03,0,1,Fiber Optic,9.0,0,1,0,0,1,Month-to-Month,1,Bank Withdrawal,83.85,3035.71,0,55-64
0,0,3,1,20.1,1,1,DSL,29.0,0,0,0,0,0,Month-to-Month,1,Bank Withdrawal,60.25,300.8,0,55-64
0,0,55,1,12.28,0,1,DSL,48.0,1,0,1,1,1,Two Year,1,Bank Withdrawal,59.2,3851.25,0,18-24
0,0,1,1,26.53,0,1,DSL,30.0,0,0,0,0,1,Month-to-Month,0,Credit Card,44.4,70.93,1,55-64
0,1,49,1,14.21,0,1,Fiber Optic,23.0,0,1,0,0,1,Month-to-Month,1,Credit Card,85.3,4994.24,0,35-44
0,0,8,0,0.0,0,1,DSL,16.0,0,0,0,0,1,Month-to-Month,0,Mailed Check,25.5,215.2,1,35-44
0,0,39,1,10.03,1,1,Fiber Optic,13.0,0,0,1,0,1,Two Year,1,Bank Withdrawal,99.75,4427.17,0,65-80
0,9,66,1,37.71,1,1,DSL,15.0,1,1,1,0,1,Two Year,1,Credit Card,66.1,6917.31,0,35-44
0,7,15,1,34.63,0,0,No,0.0,0,0,0,0,0,One Year,0,Credit Card,20.55,815.4,0,18-24
0,1,51,1,47.72,1,1,Fiber Optic,23.0,0,0,1,0,0,One Year,1,Bank Withdrawal,98.85,7511.27,0,25-34
0,0,9,1,7.11,0,1,DSL,12.0,0,0,0,1,1,Two Year,0,Mailed Check,49.2,511.89,0,65-80
0,0,1,1,15.51,0,0,No,0.0,0,0,0,0,0,Month-to-Month,0,Credit Card,20.9,36.41,1,45-54
0,0,25,1,3.58,0,0,No,0.0,0,0,0,0,0,One Year,1,Bank Withdrawal,19.5,605.8,0,25-34
0,9,22,1,48.68,0,1,Fiber Optic,18.0,0,0,1,0,1,Month-to-Month,1,Bank Withdrawal,87.0,2921.61,0,55-64
0,0,15,1,11.75,1,1,DSL,28.0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,49.0,925.5,0,35-44
0,1,28,1,18.31,0,1,Fiber Optic,13.0,0,0,0,0,1,One Year,1,Bank Withdrawal,90.1,3111.63,1,35-44
0,0,3,1,5.39,0,1,Fiber Optic,10.0,0,0,0,0,1,Month-to-Month,0,Credit Card,90.7,253.82,0,45-54
0,3,47,1,38.15,1,1,Fiber Optic,14.0,0,0,1,0,1,Month-to-Month,1,Bank Withdrawal,100.5,6500.15,0,25-34
0,0,67,1,8.71,1,1,DSL,41.0,1,0,1,1,1,Two Year,1,Mailed Check,85.25,6296.46,0,18-24
0,0,18,1,21.09,0,1,Fiber Optic,18.0,0,1,0,0,0,Month-to-Month,1,Bank Withdrawal,74.7,1694.22,0,65-80
0,1,62,1,33.7,0,1,Cable,15.0,0,1,1,1,1,Two Year,1,Credit Card,60.15,5842.6,0,45-54
0,0,41,1,6.16,1,1,DSL,12.0,0,1,1,0,1,One Year,1,Bank Withdrawal,80.55,3516.46,0,45-54
0,0,44,1,18.42,1,1,DSL,22.0,0,0,0,0,1,Month-to-Month,1,Credit Card,50.15,2949.58,0,55-64
0,0,53,1,33.88,0,1,Fiber Optic,6.0,0,1,1,1,1,One Year,1,Credit Card,94.45,6838.39,0,55-64
0,4,48,1,33.06,0,0,No,0.0,0,0,0,0,0,Two Year,1,Credit Card,20.05,2622.88,0,35-44
0,2,54,1,43.71,1,1,Fiber Optic,12.0,1,1,1,1,1,One Year,1,Bank Withdrawal,115.6,8791.39,0,65-80
0,3,48,0,0.0,0,1,Cable,58.0,1,0,1,0,0,Month-to-Month,1,Bank Withdrawal,45.3,2285.0,1,25-34
0,0,24,1,25.68,1,1,Fiber Optic,6.0,0,1,0,0,1,Month-to-Month,1,Bank Withdrawal,99.65,3021.17,0,35-44
0,0,33,1,34.85,0,1,Fiber Optic,27.0,0,1,0,1,1,Two Year,0,Bank Withdrawal,80.6,3801.15,0,25-34
0,1,66,1,42.85,1,1,DSL,21.0,1,1,0,1,1,Two Year,0,Bank Withdrawal,85.25,8366.45,0,55-64
2,3,3,1,1.67,0,1,Fiber Optic,19.0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,69.55,171.41,0,55-64
0,0,13,0,0.0,0,1,Cable,13.0,0,0,1,1,0,Two Year,0,Credit Card,35.4,550.4,0,55-64
0,1,63,1,13.45,1,1,DSL,69.0,1,1,1,0,1,Two Year,0,Credit Card,83.5,6282.35,0,18-24
0,0,23,1,38.81,0,1,Fiber Optic,28.0,0,1,1,1,1,Month-to-Month,0,Bank Withdrawal,83.8,2792.88,1,45-54
1,0,52,1,23.12,1,0,No,0.0,0,0,0,0,0,Two Year,0,Credit Card,25.6,2536.74,0,25-34
0,0,3,1,16.39,0,0,No,0.0,0,0,0,0,0,Month-to-Month,1,Credit Card,20.75,116.27,0,18-24
0,0,10,1,30.3,0,1,DSL,73.0,0,0,0,0,0,Month-to-Month,1,Bank Withdrawal,56.75,836.25,0,18-24
2,10,72,1,14.17,0,0,No,0.0,0,0,0,0,0,Two Year,0,Bank Withdrawal,20.1,2481.09,0,35-44
0,0,29,1,48.2,0,1,Fiber Optic,19.0,0,0,1,1,1,Month-to-Month,1,Credit Card,98.8,4204.9,0,55-64
0,8,62,1,22.74,1,1,Fiber Optic,18.0,1,0,1,0,1,One Year,1,Bank Withdrawal,104.85,7722.78,0,65-80
0,1,41,1,15.91,1,1,DSL,29.0,0,0,1,0,1,One Year,1,Bank Withdrawal,73.0,3653.51,1,25-34
0,0,43,1,49.13,1,1,Fiber Optic,25.0,0,1,0,0,1,Month-to-Month,1,Bank Withdrawal,77.85,5478.44,1,45-54
1,0,26,1,2.48,0,1,Fiber Optic,19.0,0,1,1,1,1,Two Year,1,Bank Withdrawal,105.45,2779.78,0,55-64
0,9,19,1,10.68,0,1,Fiber Optic,23.0,0,0,1,0,1,Month-to-Month,1,Bank Withdrawal,96.8,1945.97,0,55-64
3,8,72,1,47.6,1,0,No,0.0,0,0,0,0,0,Two Year,0,Credit Card,24.25,5161.94,0,35-44
0,0,45,1,34.12,1,1,Fiber Optic,15.0,0,0,1,0,1,One Year,1,Bank Withdrawal,102.15,6270.75,0,65-80
0,0,32,1,15.52,0,1,DSL,12.0,0,0,0,0,1,One Year,1,Bank Withdrawal,64.85,2507.59,0,35-44
0,0,41,1,41.21,1,0,No,0.0,0,0,0,0,0,Month-to-Month,1,Bank Withdrawal,25.25,2686.06,0,18-24
2,4,65,1,36.5,1,0,No,0.0,0,0,0,0,0,Two Year,0,Credit Card,24.75,4087.6,0,45-54
1,0,55,1,49.06,1,1,Fiber Optic,27.0,1,1,0,0,1,Month-to-Month,1,Bank Withdrawal,96.75,7937.2,1,35-44
2,2,11,1,40.76,0,0,No,0.0,0,0,0,0,0,Two Year,0,Credit Card,19.65,674.11,0,45-54
0,0,49,1,7.51,0,1,DSL,13.0,0,0,1,1,1,Two Year,1,Bank Withdrawal,74.45,4089.89,0,55-64
0,1,61,1,15.15,1,1,Fiber Optic,28.0,1,0,1,1,1,Month-to-Month,0,Bank Withdrawal,99.4,6867.8,0,45-54
2,5,25,1,19.09,0,0,No,0.0,0,0,0,0,0,Month-to-Month,1,Credit Card,19.15,954.85,0,45-54
0,0,1,1,8.31,0,1,Fiber Optic,27.0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,69.5,77.81,1,35-44
3,0,23,1,25.85,0,1,Cable,53.0,0,0,0,1,1,One Year,1,Bank Withdrawal,49.45,1713.9,0,55-64
0,0,21,1,28.54,1,1,Fiber Optic,42.0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,73.7,2158.04,0,25-34
0,0,1,1,33.88,0,1,Fiber Optic,26.0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,79.7,113.58,1,35-44
0,1,5,1,6.66,1,1,Fiber Optic,14.0,0,0,1,0,0,Month-to-Month,1,Bank Withdrawal,-1.0,397.25,1,65-80
0,10,24,1,32.86,0,1,Cable,30.0,1,0,0,1,1,One Year,0,Bank Withdrawal,74.4,2501.54,0,55-64
0,0,27,1,16.94,1,1,Fiber Optic,11.0,0,0,1,0,1,Month-to-Month,0,Credit Card,88.3,2925.13,1,65-80
0,7,70,1,11.71,0,0,No,0.0,0,0,0,0,0,Two Year,0,Bank Withdrawal,19.8,2217.35,0,35-44
0,0,5,1,42.33,0,1,Fiber Optic,9.0,0,0,1,0,1,Month-to-Month,1,Credit Card,75.55,561.3,1,65-80
1,1,46,1,45.92,0,0,No,0.0,0,0,0,0,0,Two Year,1,Credit Card,20.2,3029.77,0,45-54
1,5,2,1,29.03,0,1,Fiber Optic,10.0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,71.65,193.81,0,25-34
3,9,57,1,26.67,0,0,No,0.0,0,0,0,0,0,Two Year,1,Bank Withdrawal,20.1,2607.89,0,25-34
0,0,1,1,10.19,0,1,Fiber Optic,9.0,0,0,0,0,1,Month-to-Month,0,Mailed Check,71.1,81.29,1,35-44
0,3,60,1,27.68,1,1,Fiber Optic,26.0,0,0,1,0,1,One Year,1,Credit Card,100.5,7689.8,0,65-80
0,6,37,1,4.5,1,1,DSL,9.0,1,0,1,1,1,Two Year,1,Credit Card,62.8,2428.28,0,55-64
0,0,1,1,42.87,0,1,Fiber Optic,8.0,0,0,0,0,0,Month-to-Month,1,Credit Card,70.45,123.32,1,35-44
2,8,28,1,7.73,0,1,Fiber Optic,13.0,0,1,1,0,1,One Year,0,Bank Withdrawal,100.35,3015.44,0,35-44
0,0,24,1,18.39,0,0,No,0.0,0,0,0,0,0,Two Year,1,Credit Card,20.3,901.31,0,65-80
0,0,62,1,23.88,1,1,Fiber Optic,47.0,1,1,1,0,1,One Year,1,Bank Withdrawal,92.05,7222.15,0,25-34
0,0,18,1,8.95,0,0,No,0.0,0,0,0,0,0,One Year,0,Bank Withdrawal,20.15,551.95,1,35-44
0,0,5,1,3.61,0,1,DSL,69.0,1,0,0,1,1,Month-to-Month,0,Bank Withdrawal,54.2,326.3,1,18-24
3,9,20,1,42.46,0,0,No,0.0,0,0,0,0,0,Month-to-Month,0,Credit Card,20.35,1291.8,0,55-64
0,0,1,1,26.0,0,1,Fiber Optic,8.0,0,0,0,0,1,Month-to-Month,0,Mailed Check,70.75,96.75,1,55-64
0,0,35,1,39.84,0,1,Fiber Optic,48.0,0,1,1,0,1,One Year,1,Bank Withdrawal,102.35,5020.5,1,25-34
0,0,52,0,0.0,0,1,DSL,23.0,0,1,1,1,1,Two Year,1,Bank Withdrawal,50.5,2566.3,0,65-80
0,1,30,1,4.82,1,1,Fiber Optic,41.0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,85.0,2768.85,1,25-34
0,7,72,0,0.0,0,1,Cable,17.0,1,1,1,0,1,Two Year,0,Bank Withdrawal,42.1,2962.0,0,35-44
0,0,15,1,46.38,1,1,Fiber Optic,19.0,0,0,0,0,1,Month-to-Month,0,Bank Withdrawal,75.65,1842.35,1,65-80
2,0,70,1,26.67,1,1,Fiber Optic,17.0,1,1,1,1,1,Two Year,1,Bank Withdrawal,114.6,9749.4,0,35-44
2,0,66,1,32.12,1,1,DSL,17.0,1,1,0,1,1,Two Year,0,Bank Withdrawal,65.7,6498.82,0,35-44
0,6,55,1,42.9,1,1,Fiber Optic,27.0,0,0,0,0,1,Two Year,1,Bank Withdrawal,74.0,6411.9,0,65-80
0,2,55,1,42.82,1,1,Fiber Optic,27.0,0,1,1,0,0,Month-to-Month,1,Bank Withdrawal,85.45,7319.8,1,65-80
0,2,57,1,48.16,1,1,DSL,10.0,0,1,1,0,1,One Year,1,Credit Card,71.1,6885.22,0,65-80
0,9,72,1,44.2,1,1,Fiber Optic,2.0,1,1,1,0,1,Two Year,1,Bank Withdrawal,109.55,11347.5,0,25-34
0,3,28,1,42.33,0,0,No,0.0,0,0,0,0,0,Month-to-Month,0,Credit Card,20.5,1748.29,0,25-34
0,8,54,1,14.18,0,1,DSL,25.0,1,1,0,0,1,Two Year,1,Bank Withdrawal,74.55,4957.17,0,45-54
2,6,24,1,4.06,1,1,Fiber Optic,28.0,1,0,0,0,1,Two Year,1,Bank Withdrawal,79.85,1955.19,0,65-80
0,6,2,1,48.39,0,1,Cable,24.0,1,0,0,0,1,Month-to-Month,1,Mailed Check,62.15,209.88,0,55-64
2,0,12,1,19.38,0,0,No,0.0,0,0,0,0,0,Month-to-Month,0,Credit Card,21.05,468.36,0,18-24
0,0,51,1,24.92,1,1,Fiber Optic,11.0,0,1,0,0,1,One Year,1,Bank Withdrawal,79.6,5228.89,0,65-80
0,0,13,1,40.99,0,1,DSL,21.0,0,1,0,1,1,Month-to-Month,0,Mailed Check,73.35,1415.4,0,55-64
0,0,58,1,47.47,0,1,DSL,69.0,0,1,1,1,1,Two Year,0,Bank Withdrawal,70.1,6802.21,0,25-34
0,2,18,1,44.97,0,1,Cable,7.0,0,0,1,1,1,One Year,1,Credit Card,54.4,1766.56,0,35-44
0,6,29,1,49.96,0,0,No,0.0,0,0,0,0,0,Two Year,1,Credit Card,19.55,1970.64,0,35-44
3,9,72,1,21.84,1,1,DSL,30.0,1,1,0,1,1,Two Year,0,Credit Card,74.55,7003.13,0,55-64
1,9,71,1,18.99,1,0,No,0.0,0,0,0,0,0,Two Year,0,Credit Card,23.9,2974.69,0,35-44
0,0,70,0,0.0,0,1,DSL,11.0,1,1,1,1,1,Two Year,1,Bank Withdrawal,44.6,3058.15,0,55-64
0,0,9,1,19.22,1,1,Fiber Optic,10.0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,95.5,1002.08,1,45-54
2,5,20,1,38.71,1,1,Fiber Optic,48.0,0,0,1,1,1,Month-to-Month,1,Bank Withdrawal,95.5,2690.4,0,25-34
0,0,69,1,29.38,1,1,DSL,9.0,1,1,1,1,1,One Year,1,Credit Card,78.6,7383.67,1,45-54
0,0,63,1,21.45,1,1,Fiber Optic,85.0,1,1,1,1,1,One Year,0,Credit Card,104.5,7942.15,0,25-34
0,0,7,1,15.84,0,1,DSL,14.0,1,1,1,0,1,Month-to-Month,0,Bank Withdrawal,61.4,549.78,0,35-44
1,7,69,0,0.0,0,1,DSL,59.0,1,0,1,0,1,Two Year,1,Credit Card,43.95,2960.1,0,18-24
1,1,5,1,40.05,1,0,No,0.0,0,0,0,0,0,Month-to-Month,1,Bank Withdrawal,25.9,335.25,1,25-34
0,0,9,1,32.57,0,1,Fiber Optic,13.0,0,1,1,0,1,Month-to-Month,0,Bank Withdrawal,80.55,944.75,0,35-44
1,10,46,1,49.26,1,1,Fiber Optic,18.0,1,0,1,1,1,Two Year,0,Credit Card,99.65,6886.81,0,25-34
0,10,60,1,17.05,0,1,Fiber Optic,21.0,0,1,1,0,1,One Year,1,Bank Withdrawal,97.95,6890.0,0,65-80
0,1,27,1,39.49,1,1,Fiber Optic,7.0,0,1,1,0,1,Month-to-Month,1,Bank Withdrawal,95.55,3576.43,1,65-80
0,2,16,1,27.83,1,1,Fiber Optic,52.0,1,1,1,0,1,Month-to-Month,0,Bank Withdrawal,90.7,1820.18,0,18-24
0,4,22,1,4.01,0,1,Cable,53.0,0,1,0,0,1,Month-to-Month,0,Bank Withdrawal,83.3,1934.12,1,18-24
1,7,41,1,14.73,1,1,Fiber Optic,82.0,1,1,1,0,1,One Year,1,Bank Withdrawal,101.6,4534.48,0,18-24
0,0,4,1,35.67,0,1,Fiber Optic,8.0,0,1,0,0,1,Two Year,0,Bank Withdrawal,72.75,460.43,0,65-80
0,0,24,1,44.09,1,1,Fiber Optic,9.0,0,0,1,0,1,Month-to-Month,1,Credit Card,88.95,3130.91,0,55-64
0,0,38,1,43.19,0,0,No,0.0,0,0,0,0,0,Two Year,0,Credit Card,20.3,2384.27,0,35-44
0,0,25,1,28.05,1,1,Cable,85.0,1,1,1,1,1,Month-to-Month,1,Bank Withdrawal,78.35,2539.15,0,18-24
0,8,40,1,39.22,0,1,Fiber Optic,27.0,0,1,1,0,1,Month-to-Month,1,Bank Withdrawal,80.0,4695.81,0,35-44
0,0,8,1,37.79,0,1,Cable,25.0,1,0,0,0,0,Month-to-Month,1,Bank Withdrawal,49.85,664.86,1,45-54
3,1,13,1,40.2,0,0,No,0.0,0,0,0,0,0,Month-to-Month,1,Credit Card,19.85,774.6,0,35-44
1,0,64,1,34.58,1,1,Fiber Optic,27.0,1,1,1,0,1,Month-to-Month,1,Bank Withdrawal,91.8,8173.62,0,18-24
0,1,62,1,48.58,0,1,Fiber Optic,13.0,0,1,1,0,1,Month-to-Month,1,Bank Withdrawal,100.15,9295.26,1,25-34
0,0,20,1,43.49,0,1,Fiber Optic,28.0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,69.8,2410.15,0,45-54
0,1,14,0,0.0,0,1,DSL,12.0,0,0,0,0,1,Month-to-Month,0,Bank Withdrawal,46.35,667.7,1,45-54
0,0,57,1,36.14,0,1,Cable,48.0,0,1,1,1,1,Two Year,0,Mailed Check,69.75,5954.38,0,18-24
1,0,12,1,27.07,0,1,Cable,29.0,1,0,0,0,1,Month-to-Month,1,Mailed Check,69.85,1162.34,0,35-44
2,0,59,1,42.37,1,0,No,0.0,0,0,0,0,0,Two Year,0,Credit Card,25.45,4033.88,0,35-44
0,4,59,1,8.28,0,1,DSL,22.0,0,1,0,1,1,Two Year,1,Credit Card,75.95,5030.87,0,35-44
0,0,53,1,26.21,0,0,No,0.0,0,0,0,0,0,Two Year,0,Bank Withdrawal,19.75,2441.48,1,55-64
0,3,45,1,39.82,1,1,DSL,13.0,0,1,1,0,1,One Year,0,Credit Card,78.75,5392.55,0,25-34
0,5,50,1,1.87,0,0,No,0.0,0,0,0,0,0,Two Year,0,Bank Withdrawal,19.8,1106.7,0,55-64
0,1,20,1,18.05,0,1,Fiber Optic,5.0,0,0,0,0,1,Month-to-Month,1,Credit Card,89.0,2181.45,1,35-44
